r0,r1,target
24.337961,27.591082,디자인
46.945858,-11.901604,향기
5.270134,-4.365965,향기
-22.954178,-7.538224,가격
7.792863,-26.14543,감촉
-33.17963,-29.69373,용량
36.691013,-38.32344,디자인
-38.223656,-41.779022,용량
-50.9403,7.9770284,가격
-11.746525,-19.373207,가격
-19.48586,-51.83382,용량
-31.68442,31.040588,향기
49.01778,-11.865148,색상
-0.49793893,-35.508556,용량
10.9963045,54.954185,색상
9.790382,54.726017,색상
6.2057548,-13.057918,향기
-27.648369,-4.5613155,가격
-20.821453,-44.95647,용량
6.4456944,38.871677,색상
21.829002,14.485956,향기
20.909393,-25.955997,향기
-10.364806,47.889336,디자인
-12.810476,-34.294487,용량
0.55981135,51.36934,색상
-20.913137,-29.869152,용량
-15.768106,14.380638,디자인
-36.07435,28.03326,디자인
-11.564021,27.543314,디자인
4.5782833,-7.968525,감촉
-27.302462,17.599798,디자인
-4.426967,-16.3112,용량
-20.272703,-12.201909,가격
-19.115698,7.558013,색상
-10.649763,8.51426,감촉
-16.348494,-55.64222,용량
1.7047259,-13.665674,색상
-35.260952,0.67064786,가격
24.985144,3.9137802,감촉
-8.034845,-19.0476,향기
65.94389,0.5779384,가격
-13.627989,50.793865,디자인
-20.014683,33.397354,디자인
1.1103853,-8.532843,디자인
-26.774357,2.165079,색상
-9.421837,-32.95663,감촉
-13.761585,-6.3086753,감촉
-40.219204,-1.3030732,가격
-6.699685,7.1505857,색상
-22.413214,42.44394,디자인
-14.793617,40.33758,디자인
-1.2221719,16.450336,색상
-25.370752,30.573751,디자인
38.6731,-13.936994,향기
-31.956808,2.0560162,가격
31.00632,-30.066362,향기
-12.752503,51.91554,디자인
-4.182099,-39.15281,향기
5.4579144,56.549973,색상
-29.633276,-1.8087387,감촉
-30.738914,-33.75891,용량
-12.681323,2.3591926,가격
-23.481056,27.476336,디자인
6.4364495,50.6517,색상
47.413647,27.464138,색상
11.532792,9.678736,감촉
-19.077398,-7.736261,가격
-39.91539,-11.153259,가격
4.415364,-25.900818,감촉
-14.344708,33.450806,향기
-41.439014,-34.381985,용량
7.4140463,50.348103,색상
-17.46348,-32.03521,용량
37.66081,40.42368,디자인
-34.563995,33.56764,디자인
-6.038168,-12.77818,향기
42.666874,1.0102588,감촉
-8.738402,-9.55286,가격
7.5318623,35.674465,디자인
-5.9878807,-19.65209,향기
-22.119253,-10.599675,가격
-6.266393,16.677485,용량
-3.6570826,48.265038,색상
-29.644281,-41.308216,용량
-8.439289,-39.628822,용량
4.2563033,38.932697,감촉
66.14965,0.8126439,가격
14.505908,9.553933,감촉
0.48348564,10.333256,용량
15.46192,-39.308563,감촉
20.642723,-12.234402,향기
-10.669563,-34.276394,용량
-1.5204886,-4.3521247,디자인
-21.276693,-30.550909,용량
-11.452426,26.163843,디자인
41.86728,28.98968,색상
16.647343,17.387661,감촉
46.312126,-16.505932,향기
11.968111,54.130207,색상
9.837411,-11.618015,감촉
-50.487865,13.261919,색상
38.64894,39.896214,디자인
-9.900848,-61.59101,용량
11.614616,-13.440889,감촉
2.296563,50.735764,색상
-34.268967,42.07921,디자인
23.948921,14.771263,향기
11.930238,-17.058025,감촉
-38.80431,-7.3060794,가격
28.231182,-41.896996,향기
8.14516,-7.5093975,감촉
53.851776,10.247193,가격
-22.803425,11.530865,가격
-50.216698,8.395748,가격
-38.186417,9.5913,가격
14.116265,-28.415733,감촉
-8.444298,-41.80181,용량
-38.08947,8.160604,디자인
6.7751794,6.685873,감촉
-38.576946,-40.77092,용량
24.034758,-23.910036,향기
-3.3495364,50.748985,용량
-13.494023,-32.879284,용량
-38.111576,14.938269,디자인
29.639465,-28.325842,향기
16.428404,-23.20455,향기
-7.493872,38.375114,디자인
20.303278,23.345789,감촉
-5.371862,6.834066,색상
-28.210691,-25.644047,용량
23.724567,27.55896,디자인
11.19232,-8.602198,감촉
-12.601639,40.549713,디자인
19.94541,31.057133,색상
9.251807,50.636074,디자인
-65.19652,-6.9886694,가격
22.799988,7.3363132,디자인
-21.420841,-34.419163,용량
29.235926,-26.177597,향기
-31.387772,28.025763,디자인
43.58257,-4.2200923,감촉
-46.886585,-25.024954,용량
-14.170356,-36.43628,용량
28.402203,6.5249743,감촉
2.760311,-44.5671,용량
-0.86963624,3.1075795,디자인
-36.462772,-3.1714103,가격
-26.961275,-48.779007,용량
-26.665627,30.16292,디자인
13.680181,12.528537,감촉
-41.21303,25.366737,디자인
-22.952986,49.66483,디자인
52.898544,10.683416,가격
11.121644,-1.5349505,감촉
-29.230246,45.74996,디자인
-33.184227,3.9136262,가격
43.408134,10.255544,감촉
-27.9727,28.586742,디자인
1.8473672,14.017221,용량
-19.824839,36.08935,색상
-27.502197,8.355552,가격
-17.843002,28.152603,색상
-19.18488,-53.648342,용량
13.606426,-22.757107,디자인
18.06729,45.40816,향기
33.718777,26.63173,색상
4.1603856,0.37464246,감촉
9.397534,11.309872,색상
-45.252,-33.653755,용량
-0.81542826,46.5585,색상
-19.28313,-17.40409,용량
2.7258675,-14.825966,감촉
-34.649624,-37.27151,용량
-13.675647,25.460573,디자인
-44.005005,-10.735737,감촉
-16.933004,5.5145698,가격
43.46277,13.24943,가격
8.260652,-46.97926,감촉
-26.306395,-19.772089,색상
12.012308,-47.020573,감촉
-42.941887,32.010143,디자인
-32.292957,-31.919249,용량
50.388287,8.936558,가격
-14.8475275,-25.056616,용량
9.62553,-18.566381,감촉
51.786484,-5.3105407,감촉
29.5138,-14.357892,향기
-15.5186,12.947448,가격
-3.8145704,48.494812,색상
-32.835087,-24.158743,용량
-8.767411,-21.231556,향기
6.968237,4.14491,감촉
-14.7756195,19.658081,디자인
-4.0087566,-0.39376408,디자인
26.895649,-36.25061,향기
-35.26498,29.653969,디자인
22.287085,-18.324945,향기
11.966421,-30.97412,감촉
36.756893,-38.27481,향기
32.814167,22.69966,색상
15.077783,-42.61087,감촉
-10.018915,7.124203,가격
-23.399433,39.089134,디자인
-28.316513,-15.053498,용량
47.459053,2.347625,향기
-10.914546,23.328463,디자인
53.877766,11.795887,가격
-6.422433,19.709969,디자인
4.146978,48.035954,색상
5.0531716,22.949203,색상
-15.950857,29.731413,향기
-29.795414,5.956125,가격
2.2320468,-33.623394,가격
-20.071684,-39.114834,용량
25.949257,-18.559523,향기
30.033667,-19.920341,향기
-12.800897,40.94299,색상
-12.610447,-41.231575,용량
9.870237,22.20968,색상
-23.039532,3.9644473,가격
-7.020545,-58.681908,용량
-40.335102,-10.048771,가격
-48.345478,-1.4163359,가격
2.7611172,52.942234,용량
-14.896513,-59.741356,용량
28.538149,19.711521,색상
9.841677,-38.85327,색상
38.298424,30.800097,색상
42.419228,12.135306,가격
3.8012438,1.3949378,디자인
-28.713179,2.28139,가격
-60.808563,-11.003686,가격
-16.456062,30.827297,디자인
9.424937,-3.7045002,감촉
13.95515,-3.3677833,향기
-19.82891,-28.445292,용량
-13.350274,34.82206,디자인
-14.073672,-18.45874,감촉
8.752289,36.056343,색상
11.292728,41.795906,색상
-31.52592,-42.970337,용량
6.013223,27.220322,색상
9.266536,22.43813,감촉
-17.260794,-3.407457,가격
20.449415,33.339584,색상
20.391718,23.714916,향기
-25.713205,-25.87083,용량
25.61274,33.764927,색상
-31.7823,38.51018,디자인
-4.934327,36.090225,색상
51.486755,0.90326947,디자인
-4.930309,-38.328903,용량
-10.946065,30.445496,색상
-16.388746,-55.402378,용량
-21.107496,7.143376,가격
8.340491,57.18499,색상
17.639313,49.798935,감촉
12.175384,58.35879,향기
9.287317,12.0000925,감촉
17.120157,-28.461094,감촉
26.17704,32.790173,색상
-17.803778,4.24293,가격
-33.00283,22.955832,디자인
14.004373,-10.6353035,향기
62.01869,-0.28229964,향기
-35.95395,34.851704,디자인
5.36607,42.51685,색상
-38.588936,-4.6396666,가격
-1.0161124,-37.08181,가격
-18.93502,12.07254,가격
14.999293,-33.350677,감촉
19.007212,-17.468645,향기
-20.937395,-45.930202,용량
-11.518751,21.837221,색상
9.648363,-17.723585,감촉
-43.05301,28.902073,가격
-1.2096181,17.805157,감촉
33.225883,4.411793,감촉
-6.1850452,33.537025,색상
19.168158,15.449115,감촉
-50.993988,8.045793,가격
32.104427,-38.302288,향기
32.455368,-32.725346,향기
4.3399434,-14.556338,감촉
48.32237,-13.89902,향기
19.515383,-42.305767,감촉
-28.409958,-27.477734,용량
-0.31261563,-49.870922,용량
7.5714335,-23.299156,감촉
7.4374933,32.93534,색상
15.991936,-3.104024,감촉
-13.715482,17.569197,색상
-1.3260753,37.264694,색상
-22.515717,27.982653,디자인
-11.013615,36.674988,색상
50.46679,0.3410405,향기
-14.846103,-59.726578,용량
17.707678,9.912492,감촉
6.148507,37.92073,색상
-24.459587,44.7764,디자인
46.965904,0.26486754,향기
-6.35265,11.294018,색상
-18.775982,34.175186,디자인
-23.49762,43.826756,디자인
-9.048677,-32.730537,감촉
-37.351772,-27.760008,용량
-7.482537,-65.65508,용량
29.704132,33.893616,디자인
24.892332,-23.900501,향기
15.543185,-18.18031,감촉
17.71242,7.945356,감촉
-0.61065036,39.971825,색상
3.2824538,40.5682,색상
-14.187288,-7.3733597,가격
0.2575721,-10.707349,감촉
-6.58396,-16.132824,가격
-47.651646,-25.115355,색상
-30.522436,8.990132,가격
11.539205,-44.43194,감촉
14.089162,19.182596,색상
-6.6195607,-6.305534,향기
38.151146,-13.164618,향기
22.268686,37.326916,디자인
11.390761,0.9232688,감촉
31.777088,-16.235758,향기
-35.53737,35.017776,디자인
29.982359,-18.423447,용량
-17.526443,19.983324,디자인
-8.731304,-62.812454,용량
32.551376,-34.859177,향기
-29.85862,29.857197,디자인
-66.35292,-10.083178,용량
2.122656,50.771973,색상
-39.478897,-5.5348697,가격
-45.780903,-1.9332594,가격
8.26226,-4.3491254,감촉
33.4244,32.163383,색상
45.1913,41.424305,디자인
-20.271156,-30.026125,용량
32.56175,35.665516,디자인
22.617342,-13.649899,향기
-18.987501,-28.31319,용량
29.576704,-25.082476,향기
-36.11213,-4.336504,가격
10.8504505,21.970018,감촉
31.482182,-45.693195,용량
-30.242582,33.168583,디자인
24.100895,30.368374,디자인
-42.717937,-16.022453,용량
-60.85477,-12.326698,색상
10.836415,10.62869,감촉
8.473479,15.934743,색상
-18.741024,41.918762,디자인
31.961193,0.7401531,감촉
10.747502,31.807812,색상
-28.143738,-10.699538,가격
22.925531,13.735497,향기
38.648663,-26.356804,향기
-1.1033206,-16.851654,가격
11.770788,-47.00621,감촉
26.057964,-28.267906,향기
-21.838629,25.01952,디자인
16.047445,-17.73006,감촉
-10.778882,-44.249466,용량
40.604874,-9.273091,향기
32.658752,25.016275,디자인
-19.73111,-13.559294,감촉
7.3640246,-32.649826,향기
35.759644,26.68027,디자인
-17.775751,-36.825764,용량
-12.887764,-31.289476,용량
32.883724,19.164137,색상
8.59848,41.81225,색상
-23.689486,49.419212,디자인
19.328075,-28.638536,향기
22.522367,36.096046,색상
-21.989832,8.411106,가격
13.058412,54.729244,감촉
-8.022775,-5.846745,향기
1.9996825,9.3642235,감촉
9.4366455,-30.474266,향기
-31.56039,-40.665535,용량
-2.7391431,6.97878,가격
-12.765556,-16.453049,가격
42.994186,30.751186,색상
10.68804,4.1314936,감촉
2.2018795,-24.28857,감촉
-59.67214,8.601584,가격
-35.601326,-29.65306,용량
33.64633,40.16291,디자인
36.447147,-14.621262,향기
-47.747513,-24.61708,용량
-24.316412,7.64521,가격
19.761887,42.115967,향기
30.813723,-20.26656,향기
28.485867,9.639167,디자인
23.556086,37.27302,색상
36.97511,-35.827282,향기
50.034054,27.610826,색상
-23.65454,-43.69768,용량
-40.74419,4.236427,가격
-8.579727,-46.18321,용량
44.930294,14.086322,가격
-30.761496,16.042976,색상
-37.18583,-36.111233,용량
29.209301,-26.510002,향기
-10.046431,5.6184993,가격
-33.823093,-44.809715,용량
-19.368374,50.16787,디자인
-30.999147,-38.52582,용량
-40.406776,9.087663,가격
3.3491871,-13.064708,가격
-28.939156,43.582874,디자인
67.643745,-1.771595,감촉
39.162792,-34.957294,향기
-19.306145,-40.364143,용량
42.1756,4.2885675,감촉
-11.600552,49.82162,디자인
-22.985043,35.53153,디자인
-28.473122,33.489975,디자인
-11.622687,-60.690483,용량
16.798725,-39.65274,감촉
42.74439,31.493473,디자인
19.493196,-29.360838,감촉
29.660408,-20.168102,향기
19.858078,-36.585045,향기
57.930782,1.9439954,감촉
-7.201026,36.320477,디자인
-29.503187,26.859518,디자인
-24.956089,18.514996,디자인
42.68895,2.629769,감촉
-12.152925,25.82484,디자인
-30.097692,-34.430683,용량
-19.844166,7.575911,가격
-30.3746,16.333826,가격
0.90193003,-51.054688,용량
-29.589123,47.47458,디자인
-18.628508,-27.45429,용량
-40.425564,8.525653,가격
8.9855795,48.57568,향기
-29.692501,-28.347265,용량
-9.93635,19.871222,색상
15.887916,1.9710214,감촉
40.8941,4.8277497,향기
16.54035,53.289917,감촉
8.046166,41.24173,색상
-39.720024,-29.478176,용량
61.604885,1.7651821,감촉
9.276513,13.712611,색상
-37.108307,4.5644236,가격
32.41545,-12.945586,향기
-0.6142293,13.036584,감촉
14.248487,-40.25266,감촉
20.561045,-17.835123,감촉
-1.7335979,15.177644,용량
-12.92081,-14.194758,가격
68.185684,1.9590726,디자인
8.227572,3.7686067,감촉
-41.002186,10.457282,가격
15.299947,-44.39103,감촉
-31.908007,8.20818,향기
-15.190459,52.91663,색상
44.729702,-11.811015,향기
-1.868648,-18.767004,색상
49.84588,1.084017,향기
34.494946,-28.188951,향기
36.63443,14.568137,가격
-15.077885,-36.46773,용량
48.81654,28.089073,색상
-38.245354,-34.22969,용량
31.427004,36.49235,디자인
-53.364037,16.241714,색상
6.444048,-24.51612,감촉
4.404597,-17.325762,감촉
35.980957,-2.8270795,가격
14.143953,42.82959,색상
-27.459986,15.636563,디자인
-32.987736,-2.9820974,가격
8.924834,-40.80387,감촉
-15.507285,-42.840904,용량
-26.707987,5.015785,용량
43.14666,33.78252,디자인
-30.285513,-20.516617,용량
45.02993,15.016372,가격
-37.12471,15.748759,디자인
-2.8241937,27.989714,색상
-14.887198,-57.706936,용량
-4.800248,44.95853,감촉
-32.07803,-33.975937,용량
-24.941038,-40.404415,용량
-11.884394,-49.08961,용량
-1.6106768,-39.60509,향기
-40.588596,27.383251,디자인
-28.057806,-50.684395,용량
6.3079405,32.073895,색상
4.8491387,55.786655,색상
33.188404,-43.105225,향기
-19.091537,46.789272,색상
30.390007,-0.6627458,감촉
22.385069,7.2612133,디자인
7.391219,53.160812,색상
-35.332676,-19.63304,용량
-47.12212,0.3354757,가격
26.372812,30.57524,색상
10.834138,-9.568748,감촉
24.873257,12.717794,디자인
-3.948321,-17.989254,용량
-28.957687,8.288201,가격
43.34676,0.37439668,감촉
-30.616072,-8.658099,가격
1.9332947,59.2145,디자인
36.798267,6.049239,감촉
-34.313137,-44.513504,용량
-7.464218,31.60376,색상
48.79466,25.995514,색상
-15.646507,9.162879,가격
-27.947695,-48.07747,용량
22.86325,-23.87157,가격
44.158577,10.455006,가격
-41.087185,-13.868535,가격
-6.3393035,21.894764,감촉
-7.087808,51.28596,디자인
-15.33697,4.798801,가격
33.7316,-7.3258233,향기
9.783196,-30.00407,감촉
68.17284,-3.2495315,감촉
0.98501307,-34.811657,감촉
-12.058537,40.134315,색상
35.67307,-27.988768,향기
12.113434,-18.242685,향기
-1.0715765,6.6379385,가격
44.508686,-11.065503,향기
38.944107,4.13141,감촉
-28.902987,-12.655286,향기
44.0936,15.103501,가격
-29.913433,30.869583,디자인
14.959245,-22.783337,감촉
-4.434203,-50.598404,향기
-21.325825,6.092921,가격
-14.723951,8.739219,디자인
14.853452,20.702425,색상
-17.684004,25.487314,디자인
43.063305,-9.900556,향기
-42.764988,-15.893669,가격
-20.884981,32.574867,디자인
10.916481,2.6561987,감촉
11.380045,-29.454493,감촉
-13.986723,-9.119926,디자인
-10.069188,-14.299662,가격
-37.886353,-31.568575,용량
-4.4410033,-43.122356,디자인
-17.811512,-55.164726,용량
-13.141429,-61.12012,용량
-10.950228,47.297695,디자인
60.754883,6.434899,가격
24.067316,-33.00366,가격
-24.671206,13.684032,디자인
-13.465397,-57.043324,용량
-27.280323,42.16566,디자인
8.660291,51.76536,디자인
-41.392048,32.260788,디자인
24.037893,-34.03845,감촉
54.336243,27.273813,디자인
11.526782,-4.4124637,감촉
31.496145,34.941555,디자인
60.033348,2.2159376,감촉
34.630432,-38.36516,향기
49.419914,-14.092159,향기
-41.088512,-10.90664,감촉
-19.8238,6.095092,가격
12.292151,-40.72682,감촉
-33.36102,-21.828653,용량
-32.932297,-27.736742,용량
-22.714285,-16.111399,용량
-1.4833145,46.25122,색상
-28.039608,-12.364473,용량
-9.524299,4.983308,가격
-4.782105,-25.273113,가격
-40.994404,-11.12545,가격
-29.20095,-37.51717,용량
31.71489,15.591575,색상
21.062836,-9.384928,향기
-11.527601,-50.12665,용량
-11.105096,45.1353,디자인
5.478468,41.347584,색상
-12.213044,-44.08241,용량
2.628051,39.74007,색상
-37.28124,-33.694393,용량
-2.920493,41.486767,디자인
33.23268,-19.108955,향기
48.936523,14.331411,감촉
-18.58845,27.493135,디자인
-0.62035567,-27.929855,감촉
31.484144,-25.70139,향기
-34.330334,-2.6136441,가격
4.925294,58.187485,색상
21.56667,36.6561,디자인
-19.155935,40.67079,디자인
36.75778,43.086838,디자인
22.672684,30.346123,색상
7.4211316,-33.165546,향기
-6.4725165,32.814415,색상
-24.66082,-6.3916683,가격
-10.173174,-16.584232,향기
48.91706,25.960447,디자인
-12.854225,7.097424,가격
28.998915,42.41628,디자인
43.558037,5.8205805,향기
48.36374,9.90598,가격
-36.611427,32.073467,향기
-14.435792,48.812904,색상
43.365143,24.688234,디자인
-12.196769,29.194794,색상
6.278865,-25.510439,가격
68.50989,-3.8149018,색상
-2.6674688,15.797481,색상
-14.06955,50.775063,디자인
4.02858,-15.835988,감촉
54.440994,26.404446,디자인
-44.221165,3.48627,가격
-24.944883,30.117859,디자인
22.760159,9.663832,색상
6.0762444,12.128905,가격
-23.945887,-42.74184,용량
30.93639,-3.7445834,감촉
-3.1443365,-36.844406,향기
-16.928617,5.6686616,가격
23.153877,3.1202886,감촉
-31.362514,1.0238063,가격
-3.2940698,48.662636,색상
-52.0939,10.465356,향기
35.399666,8.106592,색상
17.403315,35.467793,향기
15.92259,5.167394,감촉
31.80351,25.940351,색상
26.368336,3.6993628,색상
30.993029,36.10368,용량
30.230694,27.683708,디자인
-17.796547,-38.042732,용량
20.483547,-24.735474,향기
10.587985,-20.679157,감촉
14.947265,-1.6820892,감촉
30.785421,-34.448456,향기
31.361862,-39.55857,향기
-21.03741,3.721576,가격
42.86698,-18.504345,향기
13.054801,-39.35209,감촉
1.0274066,32.85861,색상
-2.6318748,33.392593,색상
36.69904,28.462666,디자인
-7.639286,-65.83691,용량
-3.5501328,43.020805,가격
29.598944,42.68205,디자인
-47.498005,-0.56389844,가격
17.882706,-35.151894,감촉
