r0,r1,target
-0.40933102,-0.04766186,색상
-0.07171538,0.11853815,디자인
0.33380848,-0.31952444,감촉
-0.056836493,0.2687222,향기
-0.18408248,-0.15972374,향기
0.13261655,-0.07317411,용량
0.5811786,-0.38373682,향기
-0.78274196,0.22907177,가격
0.112105764,-0.26277298,용량
0.29085436,0.25547215,디자인
0.32549718,0.9551313,가격
-0.08094766,-0.39695233,감촉
0.1883542,-0.48598844,향기
-0.61079866,0.38532868,디자인
-0.9016665,-0.2777056,디자인
0.08725946,-0.4545434,감촉
-0.31123015,-0.68477005,용량
0.18690296,0.79546523,가격
-0.9609221,-0.5905505,향기
0.69801116,0.040761076,용량
0.520654,-0.30774182,용량
-0.03375817,-0.3474415,감촉
-0.6364991,-0.3278252,색상
0.5740933,-0.58054006,향기
0.7989078,-0.3905312,용량
-0.5466626,0.22447313,디자인
-0.0499628,0.40517703,향기
-0.066536576,-0.19185226,디자인
0.46721348,-0.16098833,용량
0.11636369,0.42312142,가격
0.059766285,-0.6446845,향기
-0.5645076,0.09495696,색상
1.03538,-0.43737742,향기
-0.5046386,-0.03624922,색상
0.6377917,-0.37307703,감촉
1.2608466,-0.63764083,감촉
0.42166308,1.3151107,가격
-0.8538065,-1.0123951,감촉
-0.6717537,-0.33379877,색상
0.66686237,-0.1896701,향기
-0.06672491,0.09162989,색상
0.15642086,0.4281076,가격
0.48844904,0.1041864,향기
0.31619883,0.21560383,향기
0.3257104,0.2889661,가격
0.2355449,0.030197617,용량
-0.38821277,-0.20141296,향기
0.07869499,-0.44240236,용량
0.061504334,0.40170878,가격
0.028992562,-0.5810994,감촉
-0.95843315,-0.5934339,색상
0.5372012,-0.6984008,감촉
0.21663986,-0.29584143,향기
-0.45609844,-0.5863939,향기
0.6398284,0.03664808,용량
-0.4009331,0.6171354,디자인
0.6231496,0.7719482,향기
0.4610776,-0.26300353,감촉
0.7220633,-0.5395999,감촉
-1.0952698,0.0990636,디자인
0.611239,-0.41170418,감촉
0.5569326,0.29340082,용량
-0.12693146,0.82519877,가격
0.13062608,-0.11261783,용량
0.14358057,0.34275487,가격
0.9629132,-0.25231087,감촉
-0.80164725,-0.3489687,용량
0.07970552,0.96664387,가격
0.14068678,0.6391632,가격
-1.0160828,-0.9580817,향기
0.22338319,1.0678129,가격
0.15040994,-0.15711305,용량
0.74600613,0.63658077,가격
0.52218366,-0.13885687,감촉
-0.27993527,0.2626915,디자인
0.306238,0.7990489,가격
-0.059287436,-0.2851812,향기
0.53639,-0.692066,향기
-0.011222848,0.19987603,용량
-0.5423887,-0.42240095,용량
0.39579678,0.8896474,가격
0.09976596,0.6229685,가격
0.062299892,0.63734156,향기
-0.07231571,1.0636334,가격
0.4193301,-0.39722595,감촉
-0.2928523,0.14433165,색상
-0.8040525,-0.035067704,색상
0.4056278,-0.65662014,감촉
-0.9716629,-0.30596024,색상
-0.6935753,0.38711667,색상
0.15371494,-0.36637038,용량
0.12540059,-0.20442946,용량
0.59784937,0.08783114,색상
0.7329773,-0.13779144,향기
0.16848926,0.39227194,용량
1.0631799,0.47345737,용량
0.28809348,0.21360408,가격
0.5964113,-0.35730854,감촉
-0.10774255,-0.37652567,향기
-0.924598,-0.028104441,디자인
0.016004974,-0.102465026,감촉
-0.7092954,1.0489703,색상
0.23972118,0.3461267,가격
0.6479345,-1.0634431,향기
-0.572174,0.19619894,디자인
-0.62711626,-0.53182083,향기
0.32585847,-0.43365216,감촉
-0.24145642,-0.1960445,감촉
0.20561533,0.5574453,용량
0.53288186,-0.37847197,향기
0.47137523,-0.08800546,향기
0.13004167,-0.22433467,용량
-0.8494823,0.23150879,용량
-0.48390454,0.044837322,디자인
0.057588454,0.16329084,가격
-0.6685624,0.085099064,디자인
-0.59330225,-0.3687476,감촉
-0.0146613065,0.9078813,용량
0.31969282,0.2618063,가격
-1.0131141,-0.2882238,감촉
0.63319117,-0.24086541,향기
-0.46187958,-0.038369637,색상
0.56014377,-0.7086233,향기
-0.110584475,-0.46948233,색상
-0.20689619,-0.20625694,색상
0.3675188,0.028384056,용량
-0.5129356,-0.23315015,색상
0.79744697,-0.8014303,감촉
0.10279463,0.5638286,가격
-0.9093002,-0.01641638,색상
0.9983632,-0.5833349,용량
-0.57118607,-0.08053017,색상
0.3295419,-0.78618586,색상
-0.6255306,-0.03579008,색상
0.593852,0.3209417,용량
1.111931,-0.48599336,감촉
-0.6351674,-0.33161214,색상
-0.68701255,-0.44890788,감촉
-1.2167404,0.3339056,디자인
0.1179627,-0.5999662,향기
-0.027124293,-0.311619,감촉
-0.5218004,-0.037496764,디자인
-0.37569094,0.739868,디자인
-9.231505e-05,-0.6147811,감촉
-0.42974144,1.1511098,디자인
-0.16148756,-1.0132937,감촉
-0.25130203,0.710083,디자인
0.042801056,-0.86879516,향기
-0.71033776,-0.02809783,디자인
0.5141896,-0.50151706,향기
-0.65606695,-0.0287597,감촉
0.05273623,0.7538933,가격
0.12672637,0.17279576,색상
-0.65976864,-0.40903923,디자인
0.010039316,-0.36842808,향기
-0.24386892,-0.19813713,색상
0.24188706,-0.120634444,색상
0.91284853,-0.39607367,감촉
-1.003565,-0.3808082,색상
0.17842786,-0.14376414,감촉
-0.8135693,-0.123383604,색상
-0.60159224,-0.07301293,색상
0.57114774,-0.6504411,향기
-1.168783,-0.25188318,디자인
0.04613994,-0.67817384,감촉
0.7343894,0.15946737,용량
0.7155533,-0.77530617,향기
-0.48695046,-0.19741039,색상
-0.50956726,-0.7319532,색상
0.04642324,0.43836707,가격
0.04298135,0.950065,색상
-0.2546546,0.0657557,용량
-0.00085023534,-0.3574826,향기
-0.7389035,0.1934148,디자인
-0.2364871,0.49858525,가격
0.4675243,-0.7024445,디자인
-0.037953556,1.1426003,가격
1.2799224,0.36187357,향기
0.25717738,-0.24084081,향기
-0.6165687,0.19683668,디자인
-0.64048654,0.16079047,색상
0.24901001,1.0821991,가격
0.28160053,-0.53617084,감촉
0.46342072,-0.8081409,감촉
-0.44156703,0.43045548,디자인
-1.1091082,-0.6822175,색상
-1.2573742,-0.36476043,색상
0.32490414,-0.047513768,용량
0.24232073,-0.03974782,감촉
0.5154491,-0.7279051,용량
0.31802374,-0.5250242,감촉
0.041326877,-0.02828784,향기
-0.370727,-0.60398674,감촉
0.19048995,-0.20621456,향기
-0.38778973,-0.5886121,향기
0.5021237,-0.114901826,감촉
-0.1927404,0.025434548,가격
-1.0752283,-0.17620613,색상
-0.55214226,0.010916736,색상
0.15604985,0.29181778,가격
0.17390189,-0.09723471,가격
-0.0811469,-0.16357951,향기
0.15597951,0.328728,가격
0.48387405,-0.26627,향기
-0.29444283,0.9425703,디자인
-0.5764814,-0.22552586,디자인
0.6955748,-0.047075033,용량
-0.3562564,-0.20729971,용량
0.19094498,-0.086491294,용량
0.33326787,0.03466377,용량
-0.29393873,0.2007161,용량
-1.5533402,-0.2963644,색상
0.13971454,0.54395896,가격
-0.5531459,0.38425857,디자인
1.0380837,-0.7391769,감촉
0.4217745,0.299097,향기
0.9681665,-0.24737856,용량
-0.01783261,-0.5724867,감촉
0.25554824,-0.2649392,감촉
-1.2240505,0.03196041,색상
0.6513672,-0.27553672,용량
0.055495776,0.35109675,용량
0.5885971,0.1199338,용량
-0.09774155,1.1786711,가격
-0.9165113,0.22668572,색상
0.84549004,0.16724981,가격
0.56000566,-0.306141,향기
-1.0277282,0.24231525,디자인
-1.0364045,-0.24434035,디자인
0.3245224,-0.7184723,용량
-0.0050887517,0.38878733,가격
0.17725492,0.14705853,향기
0.0059414185,-0.207043,디자인
-0.022100741,-0.41412926,감촉
0.70448446,0.2411604,용량
0.010491317,0.26200563,디자인
-0.04917579,-0.3404625,감촉
0.103863575,0.16691954,용량
0.001202617,-0.2603362,감촉
-0.08086492,-0.7070825,감촉
-0.47528008,0.69260705,가격
0.19634765,-0.33578184,감촉
0.9187205,-0.81625754,감촉
-0.5902826,-0.0677889,디자인
-0.91856575,-0.11521847,색상
-0.15761083,0.35787603,디자인
-0.22463405,-0.5070619,감촉
-0.56255376,0.20576043,향기
-0.55484176,-0.27264106,색상
-0.445598,0.29494676,가격
0.13978812,0.3384223,가격
0.36632612,-0.2758488,향기
-1.0199755,-0.033024747,디자인
-0.9981275,-0.26099753,색상
0.32168096,0.33951536,가격
0.9343049,-0.5308133,감촉
0.1958068,-0.41378644,향기
-0.42767772,0.4424614,디자인
-0.32252395,0.0053213476,색상
0.6067794,-0.4660911,향기
-0.79744756,-0.3362782,색상
0.5468346,-0.21589902,용량
0.07233375,0.045113403,향기
0.2803881,0.09954333,가격
0.3550916,-0.45878845,감촉
0.55498755,-1.1355428,감촉
-0.8329225,0.15234585,향기
-0.6118086,0.44822943,색상
0.6499665,-0.40877596,용량
-0.1290039,0.9929044,가격
1.041966,0.120324895,감촉
1.0921719,-0.7479782,감촉
-0.57609344,-0.14639775,색상
-0.8195677,0.28448355,색상
-0.30419615,-0.292896,디자인
-0.8835779,-0.9358988,향기
0.05037474,-0.40519744,감촉
-0.7297154,-0.14125338,색상
-0.0061996323,-0.5161712,감촉
0.7780634,0.22273703,색상
0.26392865,-0.4401404,감촉
-0.4216202,0.7870294,디자인
-0.70926124,-0.21180226,색상
-0.75512815,0.14435051,색상
-0.43415332,-0.25851083,디자인
-0.2017444,-0.9778352,색상
0.47310963,0.5964389,용량
0.040459156,-0.38839266,용량
0.6637852,-0.9486901,감촉
-0.14259619,-1.3640916,감촉
0.5766876,-0.47782144,감촉
-0.9648681,-0.25394154,디자인
-0.7455471,0.18598416,색상
0.016730724,0.39204013,가격
0.1509708,0.62627494,용량
1.2453604,0.5702645,감촉
-0.41554302,-0.56290495,색상
-0.078877844,-0.25387034,향기
0.1702942,0.23344076,가격
-0.6475296,0.25553623,색상
0.1398815,1.0306425,가격
0.1758974,0.46801683,가격
0.68524754,0.09410052,용량
0.21026294,-0.36970848,감촉
0.09220384,0.741182,가격
-0.5032353,0.21585914,디자인
-0.65137476,-0.33292985,디자인
-0.22067323,0.05400774,색상
-0.1676327,0.2497592,디자인
-0.21734838,-0.3359133,색상
0.12946813,0.15513106,감촉
0.10294008,-0.13788259,감촉
-0.91450864,-0.19245787,색상
-0.5554713,-0.21107799,디자인
1.3191445,0.974786,가격
-0.31229347,0.31627762,향기
0.7783006,-0.1353696,용량
0.28031057,0.747558,가격
-0.86977077,0.20165017,디자인
-0.024205597,0.82088536,가격
-0.47649807,-0.20021722,디자인
-1.1373197,-1.243335,색상
0.50748813,0.117157675,향기
-0.39533067,-0.7681226,색상
0.58064103,0.019136326,향기
0.6870335,-0.008528992,가격
0.37935022,-0.3092895,용량
-1.1408423,-0.22185378,색상
-1.3905118,-0.48472401,디자인
-0.6506166,-0.47573164,디자인
-0.0067974576,-0.7530818,디자인
0.17563266,-0.32929504,향기
-0.45026404,-0.9133641,향기
0.30784255,-0.7723989,감촉
0.07546932,-0.27920005,감촉
-1.0471609,-0.3515538,향기
0.3281454,-0.75408745,감촉
0.03709542,-0.22311078,감촉
0.49587473,-0.06715877,용량
-1.1382303,-0.77007324,색상
0.7032015,0.23418479,용량
-1.5492014,-0.14968304,색상
0.08056562,0.7252251,가격
0.55869013,-0.29013348,감촉
0.61861444,0.91907305,용량
-0.65744126,0.15427563,색상
-0.38386524,-0.083113045,디자인
0.2876407,0.108697735,용량
1.375886,-0.38690895,감촉
0.7151377,-0.27497336,감촉
0.1972739,-0.2400684,용량
0.8343159,1.3936663,가격
-0.9780548,-0.19684324,색상
0.34194937,0.60656106,향기
-0.56829536,-0.53121996,색상
0.10525224,-0.43364385,색상
-0.48955548,-0.16540489,감촉
-1.3056298,-0.57155144,디자인
-0.47287422,0.15849257,디자인
0.73173124,0.36821634,가격
-1.6622894,-1.1789643,색상
-0.28039965,0.9266973,디자인
-0.80717164,0.01624593,색상
-0.67273176,-0.41054165,디자인
-0.37623528,-0.38043094,색상
0.04981382,0.37361082,가격
-0.5918794,0.8494123,디자인
0.57797945,0.7172477,가격
0.6006616,-0.63957626,향기
0.13919023,0.44821265,용량
0.5391401,-0.39578715,용량
-0.56668985,-0.14113328,색상
-0.2153535,0.2448245,디자인
0.53105897,1.1108083,가격
0.20282571,1.1293802,가격
1.3040836,-0.3861567,용량
0.21796612,1.0454569,가격
-0.6677672,-0.82040024,색상
0.4121122,0.97937095,가격
-1.0062345,0.186212,디자인
-0.6127778,-0.22956933,디자인
0.26795328,0.05337234,용량
-0.11796643,-0.24119623,감촉
-0.87663674,-0.027430234,디자인
0.30231446,-0.37725723,용량
-1.0333409,0.36977607,색상
0.70860624,-0.69734275,감촉
0.06943653,0.04197815,향기
0.053561166,0.61742014,가격
-0.79603535,-0.07898521,색상
-0.65438956,-0.80545104,색상
-0.34139314,0.10394894,디자인
0.5648249,-0.8925474,감촉
0.6327011,1.1793066,가격
-0.79130894,0.09389836,색상
-0.90679103,0.11587018,색상
-1.1829652,0.4643157,디자인
0.062507845,-0.9638095,감촉
-0.0025674133,0.41982666,가격
0.61089617,-0.45637468,감촉
0.68210846,0.4900457,가격
-0.026114281,1.0997232,디자인
0.27044326,0.8661638,가격
0.14612593,0.6615412,가격
0.056361344,-0.2811225,감촉
0.5492759,-0.6746147,감촉
-0.051659152,-0.71529424,감촉
-0.80001783,-0.7244612,감촉
0.25144085,-0.8810826,감촉
0.7492892,0.36680537,향기
-0.86460555,-0.32292253,디자인
0.0015767247,0.07513301,색상
-0.6274943,0.28148696,디자인
-0.07253293,-0.09702581,용량
0.2380117,-0.043041456,색상
-0.27347663,1.068821,디자인
-0.21920834,-0.25198135,색상
-0.82058305,0.73380476,디자인
-0.74141335,-0.97551954,향기
0.3163358,0.61955255,가격
-0.07992621,0.22764081,용량
0.283012,-0.6008041,용량
-0.008838004,0.94354945,가격
-0.8032477,0.3183872,디자인
-0.8239905,-0.17198394,디자인
-0.7195904,0.03208007,디자인
0.5171002,-0.964806,감촉
0.52832097,0.87534267,가격
0.3834935,-0.52380127,감촉
0.2442473,-0.16527775,향기
1.1708649,-0.5527561,감촉
0.65179753,0.17646477,용량
-0.42517897,0.06486789,색상
0.16835144,-0.41165498,감촉
0.38125232,0.07437171,용량
-0.63568556,-0.62139654,색상
-0.09073719,0.47678995,가격
0.46536955,0.91014075,가격
-0.3426894,0.9772157,디자인
-0.47232607,-0.25918362,색상
-0.04627122,-0.2486595,향기
0.856805,-0.6362598,용량
-0.9452647,-0.4652707,색상
0.8231878,-0.041935913,용량
-0.23398858,0.1144115,색상
0.43722844,-0.047854997,용량
0.8078492,-0.967222,용량
-0.77323306,0.24707094,디자인
0.47460398,0.94449586,용량
0.3181349,0.07387666,감촉
0.45981112,-0.57222015,색상
-0.48825854,0.27714056,색상
0.44683757,-0.35081503,용량
0.7744239,1.6430942,가격
-0.53738105,0.14262328,디자인
0.13496205,-0.39779058,향기
0.0014575659,0.3046185,가격
0.8584985,-0.84260905,감촉
-0.9492688,-0.13750266,색상
0.34145132,0.051091485,용량
-0.4283826,-0.45719618,색상
0.56949526,0.24926752,용량
0.527627,0.11418599,가격
0.0394019,-0.30577007,디자인
0.021974899,-0.06702626,용량
-0.67697614,0.32928103,디자인
-0.8358734,0.2861145,디자인
0.13565679,-0.67647904,감촉
-0.73057383,-0.00441775,디자인
0.56122726,1.0167062,가격
0.40366906,0.87072945,가격
-0.46914658,0.16418797,색상
-0.40139213,0.5311293,가격
-0.7816569,-0.3057366,디자인
0.36109182,0.2879393,가격
-0.5488924,-0.15421122,색상
0.23434776,-0.23597339,향기
0.2153644,0.9041592,가격
0.24673912,0.444609,가격
0.58536667,-0.75925326,향기
-0.71835864,-0.32423985,디자인
0.71960515,0.87965226,가격
-0.61420697,0.48227462,색상
0.05273856,0.28493747,가격
-0.035873134,0.17103575,디자인
-0.5801278,0.5341089,색상
0.33289593,-0.7478658,감촉
0.3856591,0.169885,용량
-0.31839207,-0.35335362,감촉
-0.35377583,0.008965927,색상
-0.539776,-0.085253686,디자인
0.41413444,-0.3893436,용량
-0.77131975,-0.27295205,색상
-1.0321069,-0.33041283,색상
0.35316476,-0.53060615,향기
0.3284164,0.6676634,가격
0.021909066,0.4126598,가격
-1.1376101,-0.45049363,디자인
0.8431989,0.08862305,용량
1.0128229,-0.48705584,감촉
0.08629625,-0.5719016,감촉
-0.00890699,-0.9393704,감촉
-0.8673026,-0.3136021,색상
-0.1501478,0.83404905,가격
0.9684981,-0.15156278,감촉
-0.13993806,0.04162888,향기
0.07814634,-0.42357302,디자인
0.5115139,0.17240241,용량
-0.19793642,-0.72060585,향기
0.48502004,-0.6977737,감촉
-0.6281931,0.9906983,디자인
-0.6397532,0.2753721,디자인
-0.5817187,-0.28332382,디자인
0.71646607,-1.0118114,감촉
0.42434987,-0.53208065,향기
0.5971683,0.46064037,용량
-0.80797255,-0.2859215,디자인
-0.70148337,0.1089552,색상
0.33015987,-0.01702017,용량
0.35995653,-0.25196955,감촉
-0.24493787,0.9604372,색상
0.40826452,-0.37076405,용량
-0.17532659,0.50500065,용량
0.3667907,0.05656786,색상
0.33274615,0.20833024,감촉
0.29478055,-0.44742206,향기
0.6170284,0.4292642,용량
0.018149437,-0.92474025,향기
-0.49612796,0.054716222,색상
-0.0461999,-0.2772857,향기
0.22153853,0.29806826,가격
-1.4646685,-0.4795249,디자인
0.20216797,-0.26802778,감촉
-0.541857,-0.24434367,색상
0.45073122,0.3202342,용량
-0.40476543,-0.39385873,색상
-0.48210874,0.08797477,디자인
0.15378788,-0.18244676,향기
0.8289215,-0.6781254,향기
0.26307452,1.4099559,가격
-0.8172932,0.20757145,디자인
-1.0874014,0.1214344,색상
0.052532323,1.2768805,가격
0.60251063,0.45493144,색상
-0.07706871,0.22620563,향기
-1.0010846,0.25952384,디자인
-0.30680457,-0.08331723,디자인
-0.55791426,-0.02137976,색상
1.1939937,-0.15827847,감촉
-0.85120034,0.56699866,색상
1.390067,-0.0075716577,향기
-0.7681227,0.12464352,디자인
-0.060828894,-0.14789435,향기
0.2562214,-0.5807647,감촉
-0.4492112,0.09721694,디자인
-0.053536188,0.87916225,가격
0.08470037,0.451383,가격
0.19021131,0.40688106,가격
0.3609149,-0.21067646,향기
0.033422723,0.79044276,가격
0.36370063,-0.34204206,감촉
0.58688056,0.2853286,용량
1.5111387,0.6523562,용량
-0.06522057,-0.66930634,색상
0.9674077,0.10974115,가격
-0.7503539,0.0074144523,색상
0.1006224,0.28009394,가격
-0.12796217,0.9323104,가격
-0.5465389,0.18931405,색상
-0.6030777,-0.29935172,용량
0.6841698,1.1996261,가격
0.17975391,0.10880146,용량
-0.3870126,-0.53746986,향기
0.5651039,0.11158514,용량
1.1825634,0.03333366,감촉
0.35024524,0.32001317,감촉
-0.026305996,0.85488033,가격
-0.09475573,0.13707988,용량
0.23169182,-0.21543501,향기
0.49768758,-0.28384688,용량
-0.635704,0.00702229,디자인
-0.08358799,0.47410396,감촉
0.22518481,-0.2744548,감촉
0.24139453,0.42467082,향기
0.29410017,-0.68665606,향기
-0.1013751,-0.040717352,감촉
0.30742085,-0.037399877,용량
-0.17631172,0.017486079,디자인
0.9144592,-0.3209417,감촉
0.8049067,-0.33942616,향기
-0.033479705,-0.56672895,감촉
-0.6661766,0.14136943,색상
0.16541007,0.7669597,가격
-0.21390912,0.5308178,용량
0.37113383,-0.13492543,감촉
-0.70067626,-0.45235255,용량
0.3292957,0.051967107,가격
0.7144805,-0.53342694,용량
0.7054279,-0.5843643,향기
-1.1728634,-0.20766996,색상
0.35306916,-1.0722303,감촉
-0.5657454,0.32608965,디자인
-0.19200662,-0.6436517,감촉
0.05133033,0.39153317,가격
-0.37943193,0.05360865,색상
0.14249699,-0.11859048,용량
0.15945897,-0.12956199,향기
-0.27099827,-0.056641065,색상
0.31182262,-1.0972972,감촉
0.3295509,-0.06410206,감촉
0.1594983,0.82430416,가격
0.27954298,0.13369459,용량
0.36167276,-0.55887,향기
0.15951389,0.7746744,가격
-0.16011858,0.069997005,디자인
0.18829927,-0.35279655,감촉
-0.96836793,-0.4304948,색상
0.7816975,-0.20779666,감촉
0.46100932,-0.0629603,감촉
0.08887075,0.20988722,가격
0.14004679,0.27866438,용량
0.3967101,-0.32961905,감촉
0.15967867,0.25442588,용량
-0.85058826,-0.21992701,색상
0.2752659,-0.5488056,용량
0.19555509,-0.18140875,향기
0.52502906,-0.4183318,향기
0.24524255,-0.4394123,용량
-0.72603315,0.013745797,디자인
-0.06461008,-0.29266205,감촉
-0.3071251,0.8041187,가격
-0.5477193,-0.09060239,디자인
-0.58674157,1.0985074,색상
0.8239748,-0.05345346,향기
-0.83203125,0.16889559,디자인
-0.5260155,-0.25170615,색상
-0.57055634,-0.06410273,색상
0.33858532,0.22428732,용량
-0.32624438,0.295788,디자인
0.29753563,0.34097865,가격
0.19027214,0.9008642,가격
0.04745481,-0.017961644,감촉
0.08522778,0.9070753,가격
-0.41347915,0.11419128,색상
0.19922623,-0.888933,감촉
1.0748441,0.008541891,감촉
-0.23404406,0.78764355,가격
0.817645,-0.032185722,용량
-0.07605713,-0.049301293,가격
-0.0422793,0.6254292,가격
-0.40703064,-1.0429312,감촉
-0.53113747,0.24237064,디자인
0.09950263,-0.21041676,향기
0.2745096,-0.28334925,향기
-0.71164924,0.051236264,디자인
-1.1426104,-0.8005785,색상
0.25285056,0.7367809,가격
0.3564368,-0.052013695,가격
0.46813044,1.0353713,가격
-0.14243017,0.9098883,디자인
0.2694349,-0.3206139,향기
0.71286523,-0.42965153,감촉
-0.8859393,0.25644052,디자인
-0.7457204,-0.8078779,색상
0.835053,0.42915776,용량
0.33568344,0.3010992,색상
-0.46924806,-0.34631434,색상
-0.06819325,0.06231821,용량
0.6495755,-0.42154875,향기
0.35500416,0.0061153965,용량
0.71820706,0.26717725,가격
-0.51180303,-0.006445356,디자인
-0.49496403,0.082381904,디자인
0.080500305,-0.3434324,용량
-0.7683899,-0.17166004,색상
-0.8050873,-0.58185107,색상
0.34718764,0.47040337,가격
-0.0047276635,0.04806243,가격
-0.35971737,1.5445083,디자인
0.32269722,-0.40731886,감촉
-0.7112506,0.028885372,디자인
0.51229715,-1.2574415,감촉
0.22681236,-0.33059973,감촉
0.44816297,0.029205827,가격
-0.48494053,0.86497134,디자인
-1.2680745,-0.61898947,디자인
-1.0328555,-0.62367654,색상
0.18037793,-0.44487458,향기
-0.74857473,-0.2595771,색상
0.8995491,-0.5462413,용량
0.12439923,0.50533104,가격
-0.11751679,-0.25014725,향기
-0.008242583,1.011309,가격
0.33814013,-0.98995066,감촉
-0.015895357,0.45103645,가격
1.2337888,0.14441355,감촉
-0.04445338,0.38441086,가격
0.017933039,-0.18499935,디자인
-0.47408435,-0.18178868,색상
0.33362225,0.46857557,향기
-0.29103917,0.04337982,색상
0.3427631,-0.3217389,향기
0.46234414,1.0975091,가격
-0.54033506,0.17912456,색상
0.5209714,0.43532163,가격
0.92619306,0.1617987,감촉
-0.49589425,-0.43412963,향기
0.18092074,-0.14755453,용량
-0.5845387,-0.4983051,색상
-1.0901968,0.50664437,색상
-0.68684536,0.48333842,색상
-0.41565165,0.033283934,디자인
-0.4813739,0.34762183,색상
0.40878144,-0.004932321,용량
0.3331556,0.26275462,용량
0.11462975,0.5143767,가격
0.7423518,1.0747007,가격
-0.038546376,0.5921217,향기
0.5146223,-0.23356225,감촉
-0.76331645,-0.03143109,색상
0.33954415,-0.94304943,감촉
0.27323672,-0.33071434,향기
0.747095,-0.4249416,용량
0.69488674,-0.5570688,용량
0.2119867,0.011916811,용량
0.9239738,-0.38700452,용량
0.19106202,1.1562104,가격
0.049701486,0.63102543,용량
0.40995848,0.6625631,향기
-0.58652353,-0.007995622,디자인
-0.18598676,-0.1609482,색상
0.35180363,-0.64513606,향기
0.0813732,-0.27650937,용량
0.16122402,0.38105625,감촉
0.44196814,-0.6486392,용량
0.108289205,-0.18432261,용량
0.69442356,-0.59112704,감촉
-0.76246643,-0.88145053,색상
-0.18895341,0.21329066,용량
1.1063362,-0.57848454,향기
-1.3691933,0.38801587,디자인
-0.14006357,0.068109885,용량
-0.61772007,0.033740744,디자인
-0.49153003,0.1526711,디자인
0.84958166,-0.03448346,가격
0.09258653,-0.12797096,향기
0.87758696,0.044937845,용량
0.21150094,0.058891796,용량
0.552322,-0.8912904,감촉
-1.5505024,-0.5489817,색상
-0.23921262,0.172396,디자인
0.6911568,-0.45808664,향기
-0.912152,-0.9083703,색상
-1.035435,-0.23955399,색상
0.109089404,0.26684108,가격
-0.5344204,0.5172414,디자인
0.19983892,-0.10148052,용량
