r0,r1,target,pred,success
0.1984621266930884,-0.4046691173453413,3,1,0
-0.2416846724807981,-0.16263639048828402,5,2,0
-0.2460555926512692,-0.1941925326973623,2,4,0
0.28223915364787033,0.3875780269338221,0,2,0
4.076246389347917,-1.3776619897747275,4,1,0
-0.24734584005284616,-0.20533213390466654,2,3,0
4.099006850510587,-1.3931139762439493,3,2,0
-0.2474894791703807,-0.2063202406185036,5,2,0
-0.2468370194514606,-0.2056582363208124,2,1,0
0.24507211863230374,0.6267010354801446,5,2,0
0.6885718755670601,0.18345791045070606,5,2,0
-0.2557180046422432,-0.18809583188534504,0,4,0
0.3099891611887344,0.9744176772022602,5,2,0
0.07574209866397412,-0.34252555397965456,5,2,0
-0.2468370194514606,-0.2056582363208124,2,2,1
0.2028235050527547,-0.4004161805182141,2,2,1
-0.2984919698939761,-0.442948701443728,1,1,1
0.2850613734778839,-0.4453974602071425,3,2,0
-0.25064016833818176,-0.33237468930836633,0,1,0
-0.2490764941173497,-0.21399397526139047,5,2,0
0.3446378566995329,0.9904590128760848,2,3,0
-0.248067022525248,-0.20870838124530236,2,3,0
0.2472221726488276,0.19493371894649172,0,1,0
-0.2610014028462084,-0.10859697615817113,2,4,0
-0.16289020782016153,0.7331936758269579,5,2,0
0.0022586089791209727,-0.3254971670234619,3,5,0
0.3746749430387418,0.9585341329309212,5,1,0
0.14834575405437514,0.2939211426118972,2,1,0
-0.2441743603165297,-0.2026579980629444,0,0,1
-0.2561333434379032,-0.227477861427287,1,2,0
-0.24633746242879015,-0.20375159072532276,2,1,0
-0.2504685061711073,-0.21598291822828472,1,4,0
0.3120186914488288,0.9686338044676108,4,4,1
-0.2518441809260315,-0.17346942131841148,2,0,0
-0.22603873273878786,0.15429632451715536,3,1,0
0.24777601448962785,0.3805223221888853,5,0,0
-0.2468370194514606,-0.2056582363208124,2,3,0
-0.2491263542822491,-0.19470593552265406,3,4,0
-0.2468370194514606,-0.2056582363208124,2,2,1
-0.22142359993657185,-0.22847283576004496,3,4,0
-0.2123527096590513,-0.1975070793146093,0,2,0
-0.1823691971343268,0.3755852781957849,4,3,0
-0.1359098195576519,0.3924293427424432,4,2,0
-0.2396179430460721,-0.2460435202410837,1,2,0
-0.23915186130463245,-0.22258525913287106,0,2,0
0.2486996160115725,0.4473514034753686,2,1,0
0.025848300360223758,-0.2350273612368791,5,2,0
-0.1901193622434664,0.4769533007784666,2,2,1
-0.22277103572811185,-0.2003613238576301,5,3,0
0.6117860539225471,0.9086489659718164,2,0,0
0.06521478961390981,-0.3314530917462291,0,1,0
-0.2470415135542348,-0.20584682423135345,3,0,0
0.24777601448962785,0.3805223221888853,2,0,0
-0.27294019508171946,-0.3230804277774593,1,4,0
-0.18331286675075495,-0.23214882925540345,3,0,0
0.3352156043805881,-0.09516008867806984,2,0,0
0.5195335798423882,0.12051236053086672,0,2,0
-0.2469771994140113,-0.20583494225334245,4,4,1
-0.22746780415756165,-0.21726545239512746,5,2,0
-0.23939173758365545,0.1939328930623276,0,3,0
0.271016908491847,0.4150830083744949,5,2,0
-0.2534402978762088,-0.20932033261177732,1,2,0
0.26075893107335835,0.4235571408536826,5,0,0
-0.2490764941173497,-0.21399397526139047,5,2,0
-0.24534680064814196,-0.19617714579859194,4,2,0
-0.24437186465455105,-0.2341428183803824,0,4,0
0.2946159449243248,-0.0832184073885811,4,2,0
0.21653452688174,0.2497900620989821,5,2,0
-0.2307432189760669,0.20122590925135356,2,1,0
-0.2468370194514606,-0.2056582363208124,1,2,0
-0.220882798385818,-0.14441627305354834,3,4,0
-0.238966743685164,-0.16982233626748786,2,4,0
0.5958247781727635,0.27747270466934365,5,2,0
0.19389158863981545,-0.4041135908950699,3,3,1
-0.2757901715476748,-0.3274784904333193,2,1,0
0.8507261639161091,-0.3104383616186638,3,2,0
-0.18368849453283434,0.3732391149889906,4,5,0
-0.23623307381062714,-0.14704832151251404,3,2,0
-0.16855890207306898,0.4358004537664676,2,2,1
-0.22603873273878786,0.15429632451715536,4,1,0
0.028834685386469206,-0.2946495558978519,5,0,0
0.09569746959985803,0.021506739202692988,3,1,0
-0.2468370194514606,-0.2056582363208124,5,2,0
0.2389219279089027,0.3981666654566499,0,2,0
0.31007139159139674,0.3990470693693726,5,2,0
-0.24191495436495045,-0.1589470618682102,2,2,1
-0.2510802532951198,-0.212585334342142,1,0,0
-0.24993594721971502,-0.21122677667793308,3,4,0
0.19656162128912225,-0.40482154654775176,4,3,0
-0.2462929826307939,-0.20335670988456075,3,2,0
0.6895982490137061,0.1926621148404884,4,5,0
-0.26444023530030025,-0.3138605053100633,1,1,1
0.31249569081599804,0.9618578140423996,4,0,0
-0.27711072091289496,-0.291086252020166,2,1,0
-0.2491045392092011,-0.21403802572760114,5,2,0
-0.2450265494302035,-0.2347846205918752,1,2,0
-0.2338872392263125,-0.2390933691040602,3,1,0
-0.2532129553353437,-0.2707605618726999,1,5,0
0.2514170448390751,0.3813640660822281,3,1,0
0.7799041510138409,0.9822675666434968,3,4,0
0.2021506318558715,-0.3819026193582707,0,3,0
-0.16453757002970218,0.39902042642052094,4,2,0
-0.16913273802243986,0.3996131024676784,4,4,1
0.02943235551250255,0.12223325265054905,0,2,0
-0.239704417095348,0.1352884445938313,0,1,0
-0.2612172888790273,-0.27529471355711466,2,4,0
-0.26642807318275324,-0.3075958607652745,1,5,0
-0.17125111445739638,0.41166877162223053,4,2,0
0.2036036039674534,-0.3584063762099557,2,0,0
-0.24459053809048914,-0.20226937974749085,3,2,0
-0.2516569813333949,-0.17334062476830014,2,2,1
-0.1604241545905244,0.4758100476394511,0,1,0
-0.2468370194514606,-0.2056582363208124,2,2,1
0.5231449975856972,1.2342610731808603,4,0,0
3.992521994944604,-1.329168748661404,5,2,0
0.09778979661262553,-0.3409519887241749,3,3,1
0.27486770336978805,1.3393812648392265,1,1,1
-0.2452546721056966,-0.20221994343105013,5,4,0
-0.1657388167286271,0.3877621939068373,4,4,1
-0.09772833106890973,1.0062424082508816,5,2,0
0.13543010889286622,0.23626987432716515,4,2,0
0.08412746762075507,-0.6451459827226333,4,2,0
-0.24130024510746398,-0.20401335777540502,5,2,0
-0.23946941813404876,-0.2295833959704617,3,2,0
-0.22942266449939105,-0.18489916432108106,3,2,0
-0.2507687962251155,-0.21846465049284347,0,2,0
-0.2468370194514606,-0.2056582363208124,1,2,0
-0.16038660433875754,0.7538464605633972,4,4,1
0.10381682732834528,-0.32769631132321503,2,2,1
-0.24064655294901524,-0.1594616945882662,2,2,1
4.833794265928892,-1.0914882878630268,4,0,0
0.22331393869537106,-0.3990925437362677,5,4,0
-0.2515584805830432,-0.17330448293326528,2,2,1
-0.18369674071809447,0.3737235599159127,4,0,0
-0.24423771692158405,-0.20728611544296194,5,0,0
-0.2456128033023791,-0.21895004875882093,1,2,0
-0.2075263067982215,-0.17185179645151738,3,2,0
0.2685743012023005,0.7404768830268531,0,1,0
4.0822156987652605,-1.3842326523632476,2,2,1
0.2555782689185143,-0.3976238590747689,1,0,0
0.0991215598089521,-0.04319593196811405,3,2,0
0.13865616087005295,-0.3311947931378482,3,1,0
-0.24723077636283,-0.3019692674930097,0,2,0
1.3631390707737432,1.9022809059837524,3,1,0
-0.2447964618077355,-0.21048448310755868,5,5,1
0.6739721776652151,0.8685278893959272,4,1,0
-0.2541791810633742,-0.2181538746992628,1,4,0
-0.24589865495348376,-0.19284679338291144,2,1,0
-0.02978228642262644,-0.2872231588535242,2,1,0
-0.18574079858650944,0.3791927265759356,5,2,0
0.4515108960783627,0.3201366824680901,0,4,0
-0.16255316712188927,0.7352877833313204,4,2,0
-0.27294019508171946,-0.3230804277774593,1,2,0
-0.18122809564328868,-0.17723678153288352,0,1,0
-0.25218076884737545,-0.21883606545090584,1,2,0
-0.27256095059139235,-0.3252212176066178,5,2,0
-0.14713278848729902,0.8133982377642552,4,5,0
-0.22747830770401906,-0.206683669220896,3,2,0
0.26655312116474844,0.7333484694483803,5,2,0
-0.2452555597699708,-0.20034031300775584,5,5,1
-0.2614977711181241,-0.3121880921181349,1,2,0
-0.24993594721971502,-0.21122677667793308,5,5,1
-0.2521808660913211,-0.17312091413281228,2,1,0
-0.2431742554030651,-0.20829185136253286,1,3,0
-0.19349789380789392,-0.18868235644077536,5,3,0
-0.2475216549866843,-0.2027896073048004,4,5,0
-0.27294019508171946,-0.3230804277774593,1,0,0
-0.2484942256571379,-0.1633407727568788,2,4,0
-0.22612721867125746,0.15412716284565767,3,4,0
0.21542378228687595,0.32469068828860964,0,2,0
-0.2499376201462433,-0.21129399420137146,5,2,0
-0.2468370194514606,-0.2056582363208124,5,0,0
-0.27294019508171946,-0.3230804277774593,1,2,0
-0.24850485994085705,-0.21180983154652264,1,2,0
-0.26993879593791903,-0.34407315018410045,0,1,0
3.4864648812807406,-0.4572870339107043,1,1,1
0.47341026018032,0.30079866370161623,4,1,0
-0.24618756880465364,-0.17555214675533545,4,4,1
-0.22603873273878786,0.15429632451715536,0,2,0
-0.24596352829235035,-0.2060469889351573,3,2,0
-0.24432387745748954,-0.17163134745951095,0,2,0
-0.2734674716106026,-0.3216073196876998,1,2,0
-0.2468370194514606,-0.2056582363208124,2,1,0
1.6246593501895443,0.5712832112056826,2,1,0
-0.24681030108928365,-0.20581809999711898,3,4,0
0.11169548153104904,-0.31969489888449243,1,2,0
-0.1443928948472648,-0.03317225086658043,5,3,0
-0.2706674061771849,-0.31899321586166385,1,0,0
0.252113880284812,0.4209265775125319,0,0,1
0.24777601448962785,0.3805223221888853,0,4,0
0.26251799451747804,0.4688815344140177,0,3,0
-0.17660647152217165,0.3984418259467757,4,0,0
0.2685743012023005,0.7404768830268531,4,2,0
-0.2469193091219949,-0.20577333968594366,0,1,0
-0.2346372027163112,-0.11283618243011513,2,2,1
-0.21344231603754915,0.2554146771351325,2,0,0
-0.2469930164856365,-0.20385743254287,0,2,0
-0.15083940898413756,0.3990317806710306,4,2,0
0.07427784905079311,-0.3108750605240852,2,1,0
-0.24124480838241186,-0.16425896669540205,3,2,0
0.7119460813051072,-0.6132143689761561,3,3,1
-0.2468370194514606,-0.2056582363208124,2,0,0
-0.2420404166890371,-0.20259635507027998,5,2,0
-0.2326379903222998,-0.13486609324137375,4,2,0
-0.23519049449913615,-0.20129973571007992,3,2,0
-0.2468370194514606,-0.2056582363208124,5,2,0
-0.22305389632496486,-0.23194136687408026,3,2,0
-0.2077028319261103,-0.20480411830502573,2,5,0
0.09127186674538004,-0.36911132128283775,5,0,0
-0.028158958540102582,-0.031884869586833904,1,4,0
-0.2453232906787584,-0.2067390567034719,2,0,0
0.32548515715701376,0.9784434540487909,2,5,0
-0.057746181290127964,1.4149001877522789,4,4,1
-0.15945313056457558,0.7497677356805689,4,5,0
-0.24697188776678985,-0.20588762684524106,5,1,0
-0.2515584805830432,-0.17330448293326528,2,3,0
-0.2462378082261788,-0.20673755401855726,3,2,0
0.08237129582414024,-0.2856070426025459,3,5,0
-0.2371617599035889,-0.2431212582122604,1,5,0
-0.24353594127509745,-0.2319847793847253,5,1,0
1.2664386176061748,1.7529703635791531,2,5,0
-0.2398956423572904,-0.16123883243396273,2,2,1
0.24777601448962785,0.3805223221888853,4,1,0
-0.2518671911050911,-0.13524911215315014,2,2,1
-0.21665329835290706,-0.17166561820523865,3,2,0
-0.2545639333803715,-0.1876754770362408,0,0,1
0.2706336431703525,-0.3928811826333015,0,5,0
-0.22603873273878786,0.15429632451715536,0,3,0
-0.25556122906804346,-0.24727037886194064,0,3,0
-0.2443912890961034,-0.17705151121282334,5,2,0
0.4860103016963159,0.5119135245867711,2,2,1
-0.2355314422968064,-0.20165635632949394,3,1,0
-0.23521676453875226,-0.2511527373525786,1,2,0
-0.2410712200695858,-0.19027078419262586,4,3,0
-0.20379605981467924,-0.1995177307028504,3,2,0
0.3952346708438796,-0.4781341649062548,5,2,0
-0.032111098725229686,-0.044652259298348713,3,1,0
-0.17497439956199434,0.4120781588972708,4,2,0
-0.2467550889621697,-0.19161032188735108,5,2,0
-0.2578899895916835,-0.17661994949403426,0,4,0
1.3984723123909313,0.6871430493924457,3,5,0
0.0115596483689567,-0.31941656812704594,1,3,0
0.10386379445651037,-0.33703266149037564,5,2,0
-0.15533463003434794,0.7520111806413294,1,0,0
-0.2240283531922167,-0.2123442874201772,0,1,0
-0.20461945659838665,0.17560565512147222,2,1,0
-0.2269865274736618,0.16012484045565745,4,2,0
0.3166855135301996,-0.4540563104756079,3,2,0
-0.2266429135258365,-0.1947945037675394,3,0,0
-0.19732597938108468,-0.12640256290362858,0,4,0
-0.24581094051317764,-0.2088675869428524,1,2,0
0.2587368083249243,0.39285792737658703,5,4,0
-0.2520956828214024,-0.173013991895791,2,2,1
-0.2489346428300287,-0.1814563626140397,0,2,0
-0.2515584805830432,-0.17330448293326528,2,4,0
-0.2553231726498633,0.032459996774026764,0,5,0
-0.2524974572644186,-0.21259653617792773,1,1,1
-0.24855468882133125,-0.2409257965569392,1,2,0
-0.24654421998713344,-0.20568037361935051,3,2,0
-0.22297110057821626,-0.14357335977672808,5,4,0
-0.2718873584443285,-0.2827082279506973,2,2,1
-0.2408914901319467,-0.1984793835049208,3,2,0
-0.2694144401836913,-0.32374848524687744,1,1,1
-0.2515584805830432,-0.17330448293326528,2,1,0
-0.2468370194514606,-0.2056582363208124,5,5,1
-0.27297092717110616,-0.3231469318012524,1,2,0
-0.2468370194514606,-0.2056582363208124,1,4,0
-0.25156675150737184,-0.21032834063010625,1,2,0
0.2264162556098656,-0.30975370073608177,4,2,0
1.1634047691331,1.2779872665877403,4,4,1
0.09145966265719103,-0.2913030673644585,4,5,0
-0.2664388405164399,-0.3118382064715149,1,1,1
-0.24934549770346026,-0.1720037785844976,2,2,1
-0.22454941093045114,-0.2139180681541424,0,0,1
0.7849127334815815,0.992826843614756,3,0,0
-0.26061236649758657,-0.2247822064320739,0,3,0
-0.2556972263303262,0.0076851259227393685,1,4,0
-0.24057275589631866,-0.2395385841263649,1,4,0
0.06479703764833973,-0.2766349078196472,2,4,0
-0.3051242531470466,-0.4413511641570781,1,2,0
-0.2281610484183184,0.1488326669030669,0,5,0
0.08811334753435393,-0.3417783471261461,3,1,0
-0.27378597030897306,-0.3225480755646085,1,0,0
0.1945712868453638,-0.4045397932393186,0,4,0
-0.231111739825926,-0.1987481503414832,3,0,0
-0.2443912890961034,-0.17705151121282334,5,2,0
-0.2212808060989,0.21570196584350967,0,0,1
-0.22603873273878786,0.15429632451715536,1,1,1
-0.23420488544866924,-0.2028400558476129,5,2,0
-0.2200036816038771,-0.2558203197895252,1,4,0
-0.25068367668750746,-0.2032926857626351,0,1,0
0.2075013018324204,0.2224747001919048,1,4,0
0.34367731774367816,0.9647797167578108,4,3,0
-0.2469309540693713,-0.20427974249054545,3,1,0
-0.2560185617233764,-0.2469652818496692,5,4,0
0.2434865505263715,0.3733362149902157,5,4,0
-0.18368849453283434,0.3732391149889906,0,2,0
0.2499168674686403,0.37616309951123295,1,2,0
-0.2143470629999521,-0.19770165762807085,3,1,0
-0.14464453803163646,0.8884760172876695,1,4,0
-0.3195230519953489,-0.5579553840247852,1,2,0
-0.24689261160174486,-0.20574292807454847,4,0,0
-0.2511676463469901,-0.17085909370539953,2,2,1
0.2629842707663099,0.3892517171924778,0,0,1
-0.24493754248217986,-0.20278343245655295,0,1,0
-0.2568048038677212,-0.26444296893492963,3,1,0
-0.24431145497767184,-0.23399869853560956,0,4,0
-0.19070935824027668,-0.2174356173439184,5,2,0
-0.2491906541763968,-0.2104685919651807,5,5,1
-0.24387482819724896,-0.1856829722065261,4,2,0
-0.2576851294424857,-0.17604602127826227,0,3,0
0.07177580713128051,-0.3445035395374399,5,2,0
-0.18444787443668892,0.3730853957340525,0,2,0
-0.2370199839774271,-0.14685064020737998,4,4,1
-0.27294019508171946,-0.3230804277774593,1,0,0
-0.2220528518834129,-0.21148843912645046,5,1,0
0.279553102119672,0.8118369799577986,0,4,0
-0.22004564999306767,0.2026165364370336,2,2,1
0.8676619672662889,0.25841077060546896,3,4,0
-0.23570607401960605,-0.20669699454807075,5,2,0
-0.18368849453283434,0.3732391149889906,4,2,0
-0.24416372743392215,-0.25978197934974107,0,0,1
-0.2440647114535104,-0.20452805135359614,2,1,0
-0.04286857872023885,-0.29265815452659866,3,2,0
0.07138853742600611,-0.3131886587900408,1,2,0
-0.27296290456263383,-0.3557386540042292,1,5,0
0.13512061036767015,-0.3104022475446021,5,4,0
-0.2550445711606216,-0.2097641336738273,1,2,0
-0.22603873273878786,0.15429632451715536,5,0,0
-0.2450094902988821,-0.2127882984171766,1,4,0
-0.2676420194758753,-0.23231617467243704,1,2,0
-0.2451643267228974,-0.16283603466569366,5,5,1
-0.2468370194514606,-0.2056582363208124,2,4,0
-0.2562626025734647,-0.2233348079456912,0,5,0
-0.2296898230083129,0.1889112282075409,2,4,0
-0.1860684212787068,0.3810381697111255,4,2,0
-0.11679014332996715,0.39517132944789335,0,0,1
-0.1519314523286028,0.8005353409975593,4,2,0
-0.21348987557473467,0.21387868310835054,5,0,0
-0.1796712805308628,0.4059799881249673,4,1,0
-0.20133070499857356,0.14232804356738227,1,2,0
-0.2315056159433648,-0.20073488943958603,0,2,0
-0.2261321226463791,0.15417136451310892,1,0,0
-0.24558663754223625,-0.2356625546381788,0,4,0
-0.2182172003011804,-0.2134715238759745,3,0,0
-0.16669321138661228,0.3739045399868393,4,5,0
-0.23222512838117265,-0.24047774987807136,3,4,0
0.3523156086516491,1.3861886466027078,4,5,0
-0.21858282810754787,0.16586567462128488,3,2,0
-0.05183050680996382,0.7942634012780886,2,5,0
-0.11717432397546775,-0.09478721301570077,2,4,0
-0.2468370194514606,-0.2056582363208124,5,1,0
-0.25299079272475755,-0.3658978395462799,1,2,0
-0.2492840272680157,-0.19495409229163935,1,4,0
-0.2265475533401733,0.15462242693330094,0,2,0
1.5648589371138657,-0.1674894804916525,3,1,0
-0.24431145497767184,-0.23399869853560956,5,4,0
-0.16760665247410128,0.4363430692484265,4,1,0
-0.2425025937732837,-0.19299362744305246,5,0,0
-0.2469778276696655,-0.20590726392684208,0,2,0
-0.1890056178598415,0.3653745935653119,5,4,0
0.03198578226421938,0.2834310360550223,4,5,0
-0.2599649624992437,-0.18142510107945967,0,0,1
-0.270796214479842,-0.23603503207809345,1,2,0
4.407347303445585,-0.31776010627232665,3,2,0
-0.22603873273878786,0.15429632451715536,2,4,0
-0.2318399830465291,0.2293299008998125,0,2,0
-0.09220144062683228,0.4237089783417093,4,2,0
0.3550159692371521,1.3843471152351925,4,4,1
-0.15332305657102782,0.4067268822081308,4,2,0
-0.2491045392092011,-0.21403802572760114,5,2,0
-0.2211797427677352,-0.19220173197985796,0,0,1
-0.27294019508171946,-0.3230804277774593,1,2,0
0.07187799212702485,-0.3445239974384135,3,3,1
-0.029060994570612224,-0.3094496100107375,1,2,0
-0.21887719953701454,-0.2078273595126931,2,5,0
0.09485679025395463,-0.4925525993289291,0,4,0
-0.2461769135896901,-0.17684101337005095,0,2,0
-0.24676590036161355,-0.20769021908523197,1,4,0
-0.2426727230996545,-0.21512847109587901,1,0,0
-0.1976348593286381,-0.13228630928546145,1,0,0
0.24365622148780094,0.413266066388595,2,3,0
-0.240566449929702,-0.20907850822559826,5,4,0
-0.2265120490845561,-0.20604035275201607,4,2,0
0.17113687717835147,0.7025950375931349,2,2,1
-0.24444016021885084,-0.1847263884162278,4,4,1
-0.22921273593648706,-0.23761681769820325,5,1,0
0.2383359140397948,0.37188589627430985,1,4,0
-0.2261693229821148,0.16342291522696575,4,2,0
-0.2430963330140517,-0.12245604110056472,2,1,0
-0.24990554279856625,-0.1641722890643519,2,0,0
-0.2078778376284782,0.4862316957367611,1,4,0
-0.2468370194514606,-0.2056582363208124,3,2,0
-0.009108109836043305,0.07182455203362946,4,4,1
-0.17575968414958373,0.4010298145991446,0,0,1
-0.17002961722374246,0.3533598722123164,1,2,0
-0.2240283531922167,-0.2123442874201772,3,4,0
-0.23525825701382755,-0.24903076972006866,3,3,1
-0.2501941228520861,-0.2010289026383977,5,4,0
-0.22603873273878786,0.15429632451715536,4,2,0
-0.2468370194514606,-0.2056582363208124,5,4,0
-0.1837300746617631,0.373275132679776,2,4,0
-0.22505592419305875,0.16073846991004728,5,2,0
-0.2461672185359656,-0.19386469429880174,5,4,0
-0.22019997941640404,-0.2321660835145669,1,4,0
0.12652174745440864,-0.3414773393214533,3,3,1
-0.23988779106434815,-0.19527532837843786,2,5,0
0.3540503283380115,1.6863506054732504,4,0,0
-0.30403768861420616,-0.4163532332527756,0,1,0
0.2674950241179169,0.5382675135053476,1,0,0
-0.25161208144149044,-0.17338156529261986,2,5,0
-0.17040447696217634,0.413176785532996,4,2,0
-0.24492131677782966,-0.20589539942972251,0,2,0
0.3108083791218518,0.9524765646056778,5,5,1
-0.2503135190524386,-0.210767303435008,5,5,1
0.26661850048643376,0.3856717317414863,3,4,0
0.04367159743230968,0.3082272826153949,4,0,0
-0.2286808176705667,-0.19974436053891467,3,4,0
-0.2265421109220667,-0.22252045919765928,0,4,0
-0.2515936798056388,-0.17211177453412235,2,0,0
0.2429577238780309,0.3861564303747019,0,4,0
-0.2215249283303576,-0.20194607135359094,2,2,1
-0.1787919020037641,0.7252228779584868,1,2,0
3.852142700722719,-1.4149110166482055,3,1,0
-0.2366417233324342,-0.14792859106469908,1,1,1
1.2611646875917284,1.5899447622109264,5,3,0
-0.27294019508171946,-0.3230804277774593,1,3,0
-0.27294019508171946,-0.3230804277774593,1,4,0
-0.2136013526633499,0.19272598115039544,5,4,0
0.2715607597243289,0.7505084301528746,0,4,0
-0.24826780979788104,-0.20555844062661585,1,2,0
-0.2468370194514606,-0.2056582363208124,5,2,0
-0.22603873273878786,0.15429632451715536,4,2,0
-0.2361267138922017,-0.2474291080446384,5,2,0
-0.22834024061543895,-0.19221638541129749,1,5,0
-0.186705180254368,0.3745162910655367,4,0,0
-0.2513820423120296,-0.21423987922649526,5,2,0
-0.26836364434819465,-0.3281596898147696,1,2,0
-0.2393395613224041,-0.13503708636319325,0,2,0
0.22515126187881926,0.25668322474794864,1,4,0
-0.18124810918711584,0.371381757968584,5,4,0
-0.2468370194514606,-0.2056582363208124,0,1,0
-0.281508382504302,-0.2926073266348947,0,0,1
-0.030208336307242806,1.0548965274265547,4,4,1
-0.16891637492239645,0.3578792674261801,3,4,0
-0.2716196988258458,-0.19606662975381656,0,2,0
-0.24289595620705934,-0.1910291474319005,4,2,0
-0.2507761421713713,-0.17108465250561006,2,4,0
-0.2535814833342778,-0.3241058606775431,3,5,0
-0.2509725797383204,0.04304965075562854,1,2,0
-0.2558228358575458,-0.18814670669538028,0,2,0
3.894863996887511,-1.2253000890492023,4,1,0
-0.20852895017445747,-0.192131485193004,0,2,0
-0.27347980485066803,-0.3228207655396075,1,3,0
0.11265385122265675,-0.3926580611549655,1,5,0
-0.24734584005284616,-0.20533213390466654,1,5,0
-0.2260641838778229,0.15432807862357736,5,2,0
-0.24761939217702136,-0.16809402418608385,2,2,1
-0.22825627412684546,-0.1912183194520709,1,2,0
-0.21689258490028732,-0.2011735915782044,3,2,0
-0.2520711351193499,-0.1851152095115801,0,5,0
3.2847022404215096,-1.0778493921048062,3,2,0
-0.19858632765265008,-0.1814361501921711,3,2,0
-0.31055404460852004,-0.5002664640138345,1,1,1
-0.22060214377188345,-0.19063357830173652,2,2,1
